Record Type,Workflow,Category,Trigger,Action,Arguments,Condition
Asset Item,Asset Allocation,Scheduled1,Scheduled,Send Email,"To: Custodian, Subject: Acknowledge Receipt of Asset Item","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4051, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Custodian, Subject: Acknowledge Receipt of Asset Item', actionCondition: 'Custodian : E-mail Is Not Empty', actionScriptId: 'workflowaction15559'});"
Asset Item,Asset Allocation,State Event3,Entry,Set Field Value,Date Receipt Acknowledged=today,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4047, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Date Receipt Acknowledged=today', actionCondition: '', actionScriptId: 'workflowaction15555'});"
Asset Item,Asset Allocation,State Event3,Entry,Set Field Value,Status=Allocated and Acknowledged,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4214, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Allocated and Acknowledged', actionCondition: '', actionScriptId: 'workflowaction15670'});"
Asset Item,Asset Allocation,State Event3,Entry,Send Email,"To: Allocated by, Subject: Asset Item Receipt Acknowledged","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 7352, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Allocated by, Subject: Asset Item Receipt Acknowledged', actionCondition: '', actionScriptId: 'workflowaction17890'});"
Asset Item,Asset Allocation,Record Load3,Before Record Load,Add Button,Label: Retrieve Asset,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4210, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Retrieve Asset', actionCondition: 'User Department = HR &amp; Admin', actionScriptId: 'workflowaction15667'});"
Asset Item,Asset Allocation,Record Load3,Before Record Load,Add Button,Label: Revert,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4351, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Revert', actionCondition: '', actionScriptId: 'workflowaction15769'});"
Asset Item,Asset Allocation,Record Load3,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4220, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: '', actionScriptId: 'workflowaction15675'});"
Asset Item,Asset Allocation,State Event3,Entry,Set Field Value,Status=Retrieved. Pending Acknowledgement.,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4216, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Retrieved. Pending Acknowledgement. ', actionCondition: '', actionScriptId: 'workflowaction15671'});"
Asset Item,Asset Allocation,State Event3,Entry,Set Field Value,Date Retrieved=today,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4226, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Date Retrieved=today', actionCondition: '', actionScriptId: 'workflowaction15681'});"
Asset Item,Asset Allocation,State Event3,Entry,Send Email,"To: Custodian, Subject: Acknowledge Receipt of Asset Item","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4219, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Custodian, Subject: Acknowledge Receipt of Asset Item', actionCondition: '', actionScriptId: 'workflowaction15674'});"
Asset Item,Asset Allocation,Record Load3,Before Record Load,Add Button,Label: Revert,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4350, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Revert', actionCondition: 'User Role = Administrator,PPA Integration Role', actionScriptId: 'workflowaction15768'});"
Asset Item,Asset Allocation,Record Load3,Before Record Load,Add Button,Label: Acknowledge Retrieval of Asset,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4218, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Acknowledge Retrieval of Asset', actionCondition: 'Custodian = Current User Or Custodian : Shared Account = Current User', actionScriptId: 'workflowaction15673'});"
Asset Item,Asset Allocation,Record Load3,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4223, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: '', actionScriptId: 'workflowaction15678'});"
Asset Item,Asset Allocation,Scheduled1,Scheduled,Send Email,"To: Custodian, Subject: Acknowledge Receipt of Asset Item","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4221, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Custodian, Subject: Acknowledge Receipt of Asset Item', actionCondition: '', actionScriptId: 'workflowaction15676'});"
Asset Item,Asset Allocation,State Event2,Entry,Set Field Value,Status=Retrieved and Acknowledged,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4217, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Retrieved and Acknowledged', actionCondition: '', actionScriptId: 'workflowaction15672'});"
Asset Item,Asset Allocation,State Event2,Entry,Set Field Value,Date Retrieval Acknowledged=today,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4227, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Date Retrieval Acknowledged=today', actionCondition: '', actionScriptId: 'workflowaction15682'});"
Asset Item,Asset Allocation,Record Load4,Before Record Load,Add Button,Label: Reallocate Asset,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4230, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Reallocate Asset', actionCondition: 'User Department = HR &amp; Admin', actionScriptId: 'workflowaction15683'});"
Asset Item,Asset Allocation,Record Load4,Before Record Load,Add Button,Label: Dispose Asset,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4242, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Dispose Asset', actionCondition: 'User Department = HR &amp; Admin,SHEQ', actionScriptId: 'workflowaction15694'});"
Asset Item,Asset Allocation,Record Load4,Before Record Load,Add Button,Label: Revert,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4349, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Revert', actionCondition: '', actionScriptId: 'workflowaction15767'});"
Asset Item,Asset Allocation,Record Load4,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4222, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: '', actionScriptId: 'workflowaction15677'});"
Asset Item,Asset Allocation,State Event2,Entry,Set Field Value,Status=Disposed,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4353, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Disposed', actionCondition: '', actionScriptId: 'workflowaction15771'});"
Asset Item,Asset Allocation,State Event2,Entry,Go To Record,Asset Item  (Using Asset Item),"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4244, actionName: 'Go To Record', linkElement: this, actionArguments: 'Asset Item  (Using Asset Item)', actionCondition: '', actionScriptId: 'workflowaction15696'});"
Asset Item,Asset Allocation,Record Load2,Before Record Load,Add Button,Label: Revert,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4348, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Revert', actionCondition: '', actionScriptId: 'workflowaction15766'});"
Asset Item,Asset Allocation,Record Load2,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4310, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: '', actionScriptId: 'workflowaction15747'});"
Asset Order,Asset Allocation,State Event1,Entry,Set Field Value,Status=Pending Allocation,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4212, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Pending Allocation', actionCondition: '', actionScriptId: 'workflowaction15668'});"
Asset Order,Asset Allocation,Record Load2,Before Record Load,Add Button,Label: Allocate Asset,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4037, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Allocate Asset', actionCondition: '', actionScriptId: 'workflowaction15545'});"
Asset Order,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Status = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4040, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Status = INLINE', actionCondition: '', actionScriptId: 'workflowaction15548'});"
Asset Order,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Receipt Acknowledged = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4041, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Receipt Acknowledged = INLINE', actionCondition: '', actionScriptId: 'workflowaction15549'});"
Asset Order,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Allocated = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4042, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Allocated = INLINE', actionCondition: '', actionScriptId: 'workflowaction15550'});"
Asset Order,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Allocated by = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4053, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Allocated by = INLINE', actionCondition: '', actionScriptId: 'workflowaction15561'});"
Asset Order,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Retrieved = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4224, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Retrieved = INLINE', actionCondition: '', actionScriptId: 'workflowaction15679'});"
Asset Order,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Retrieval Acknowledged = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4225, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Retrieval Acknowledged = INLINE', actionCondition: '', actionScriptId: 'workflowaction15680'});"
Asset Order,Asset Allocation,State Event1,Entry,Set Field Value,Status=Pending Allocation,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4212, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Pending Allocation', actionCondition: '', actionScriptId: 'workflowaction15668'});"
Asset Order,Asset Allocation,Record Load2,Before Record Load,Add Button,Label: Allocate Asset,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4037, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Allocate Asset', actionCondition: '', actionScriptId: 'workflowaction15545'});"
Asset Order,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Status = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4040, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Status = INLINE', actionCondition: '', actionScriptId: 'workflowaction15548'});"
Asset Order,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Receipt Acknowledged = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4041, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Receipt Acknowledged = INLINE', actionCondition: '', actionScriptId: 'workflowaction15549'});"
Asset Order,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Allocated = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4042, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Allocated = INLINE', actionCondition: '', actionScriptId: 'workflowaction15550'});"
Asset Order,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Allocated by = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4053, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Allocated by = INLINE', actionCondition: '', actionScriptId: 'workflowaction15561'});"
Asset Order,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Retrieved = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4224, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Retrieved = INLINE', actionCondition: '', actionScriptId: 'workflowaction15679'});"
Asset Order,Asset Allocation,Record Load2,Before Record Load,Set Field Display Type,Date Retrieval Acknowledged = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4225, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Date Retrieval Acknowledged = INLINE', actionCondition: '', actionScriptId: 'workflowaction15680'});"
Asset Order,Asset Allocation,State Event3,Entry,Set Field Value,Status=Allocated. Pending Acknowledgement.,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4213, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Allocated. Pending Acknowledgement.', actionCondition: '', actionScriptId: 'workflowaction15669'});"
Asset Order,Asset Allocation,State Event3,Entry,Set Field Value,Date Allocated=today,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4045, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Date Allocated=today', actionCondition: '', actionScriptId: 'workflowaction15553'});"
Asset Order,Asset Allocation,State Event3,Entry,Send Email,"To: Custodian, Subject: Acknowledge Receipt of Asset Item","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4168, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Custodian, Subject: Acknowledge Receipt of Asset Item', actionCondition: 'Custodian : E-mail Is Not Empty', actionScriptId: 'workflowaction15639'});"
Asset Order,Asset Allocation,Record Load3,Before Record Load,Add Button,Label: Acknowledge Receipt of Asset,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4038, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Acknowledge Receipt of Asset', actionCondition: 'User = Custodian Or User = Custodian : Shared Account Or User = Shared Account', actionScriptId: 'workflowaction15546'});"
Asset Order,Asset Allocation,Record Load3,Before Record Load,Add Button,Label: Revert,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4352, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Revert', actionCondition: '', actionScriptId: 'workflowaction15770'});"
